Machine_ID,Machine_Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type,target
M-WIND-264,Wind Turbine Gearbox,298.52,313.99,1012.3,181.2,205,M,0
M-WIND-265,Wind Turbine Gearbox,295.73,320.54,697.7,128.24,61,H,0
M-WIND-266,Wind Turbine Gearbox,291.22,313.83,1406.5,117.52,56,L,0
M-WIND-267,Wind Turbine Gearbox,293.11,319.45,509.6,117.48,205,L,0
M-WIND-268,Wind Turbine Gearbox,301.31,313.99,1434.1,144.5,253,L,0
M-WIND-269,Wind Turbine Gearbox,304.64,307.1,942.9,103.09,207,M,0
M-WIND-270,Wind Turbine Gearbox,293.06,313.43,1282.8,159.07,75,L,0
M-WIND-271,Wind Turbine Gearbox,290.51,324.46,911.2,117.96,161,M,0
M-WIND-272,Wind Turbine Gearbox,292.39,310.1,1750.0,185.22,103,M,0
M-WIND-273,Wind Turbine Gearbox,293.05,316.0,975.5,123.49,208,M,0
M-WIND-274,Wind Turbine Gearbox,296.06,323.51,1482.0,125.99,107,M,0
M-WIND-275,Wind Turbine Gearbox,302.12,322.22,1233.6,142.02,229,H,0
M-WIND-276,Wind Turbine Gearbox,302.78,306.48,1283.9,150.76,127,H,0
M-WIND-277,Wind Turbine Gearbox,300.77,305.48,733.5,145.31,284,H,0
M-WIND-278,Wind Turbine Gearbox,298.68,311.58,1370.2,194.35,117,L,0
M-WIND-279,Wind Turbine Gearbox,303.06,317.14,1485.7,183.79,250,M,0
M-WIND-280,Wind Turbine Gearbox,302.19,311.27,1627.2,110.66,193,M,0
M-WIND-281,Wind Turbine Gearbox,296.39,320.66,1703.0,102.35,58,M,0
M-WIND-282,Wind Turbine Gearbox,299.03,311.83,1521.1,179.14,132,M,0
M-WIND-283,Wind Turbine Gearbox,299.63,311.85,1759.9,121.57,205,M,0
M-WIND-284,Wind Turbine Gearbox,290.18,306.83,802.0,177.46,160,M,0
M-WIND-285,Wind Turbine Gearbox,304.16,307.94,1620.4,125.51,134,M,0
M-WIND-286,Wind Turbine Gearbox,303.48,311.97,1489.8,82.31,205,M,0
M-WIND-287,Wind Turbine Gearbox,298.34,323.76,1720.2,121.05,164,L,0
M-WIND-288,Wind Turbine Gearbox,302.66,313.36,953.7,178.47,144,M,0
M-WIND-289,Wind Turbine Gearbox,292.03,315.86,924.4,150.87,162,L,0
M-WIND-290,Wind Turbine Gearbox,294.17,308.44,1413.8,126.1,190,L,0
M-WIND-291,Wind Turbine Gearbox,297.26,308.05,1054.7,137.42,241,H,0
M-WIND-292,Wind Turbine Gearbox,295.2,306.0,1412.6,169.27,164,M,0
M-WIND-293,Wind Turbine Gearbox,301.25,310.37,1289.1,195.67,214,H,0
M-WIND-294,Wind Turbine Gearbox,294.35,315.38,594.5,161.19,213,L,0
M-WIND-295,Wind Turbine Gearbox,297.5,318.84,736.6,80.34,93,H,0
M-WIND-296,Wind Turbine Gearbox,296.42,314.37,1337.8,96.89,103,L,0
M-WIND-297,Wind Turbine Gearbox,298.65,305.59,1602.9,155.58,96,M,0
M-WIND-298,Wind Turbine Gearbox,298.3,316.22,1546.7,123.03,187,M,0
M-WIND-299,Wind Turbine Gearbox,298.38,306.46,1034.6,120.67,298,M,0
M-WIND-300,Wind Turbine Gearbox,296.53,314.67,1695.1,153.37,147,L,0
M-WIND-301,Wind Turbine Gearbox,303.95,310.29,1011.4,195.98,185,M,0
M-WIND-302,Wind Turbine Gearbox,292.93,312.69,1320.6,84.64,70,H,0
M-WIND-303,Wind Turbine Gearbox,293.28,308.66,1606.0,102.23,215,H,0
M-WIND-304,Wind Turbine Gearbox,298.9,313.71,1031.3,182.79,91,M,0
M-WIND-305,Wind Turbine Gearbox,302.33,319.28,1778.3,80.25,271,M,0
M-WIND-306,Wind Turbine Gearbox,290.04,314.31,1497.7,101.91,219,H,0
M-WIND-307,Wind Turbine Gearbox,302.05,316.37,544.1,90.91,265,H,0
M-WIND-308,Wind Turbine Gearbox,294.48,316.34,777.5,106.91,244,M,0
M-WIND-309,Wind Turbine Gearbox,290.58,319.42,1740.7,179.83,187,M,0
M-WIND-310,Wind Turbine Gearbox,303.88,320.32,1241.9,185.58,200,L,0
M-WIND-311,Wind Turbine Gearbox,302.87,316.01,1699.7,121.09,225,H,0
M-WIND-312,Wind Turbine Gearbox,303.43,309.96,1733.7,82.04,220,H,0
M-WIND-313,Wind Turbine Gearbox,301.56,314.84,1682.5,165.81,242,H,0
M-WIND-314,Wind Turbine Gearbox,291.45,322.01,793.5,184.03,85,M,0
M-WIND-315,Wind Turbine Gearbox,303.93,321.79,570.5,133.77,277,H,0
M-WIND-316,Wind Turbine Gearbox,291.61,317.9,636.5,133.86,176,L,0
M-WIND-317,Wind Turbine Gearbox,304.36,315.24,1163.5,167.22,98,L,0
M-WIND-318,Wind Turbine Gearbox,290.02,305.04,1313.4,120.98,149,M,0
M-WIND-319,Wind Turbine Gearbox,296.12,321.56,1409.0,91.36,64,M,0
M-WIND-320,Wind Turbine Gearbox,300.95,318.29,1623.3,95.99,201,L,0
M-WIND-321,Wind Turbine Gearbox,304.07,307.02,811.5,122.55,185,M,0
M-WIND-322,Wind Turbine Gearbox,302.92,324.01,591.1,163.96,78,L,0
M-WIND-323,Wind Turbine Gearbox,292.13,324.83,1056.1,125.83,196,M,0
M-WIND-324,Wind Turbine Gearbox,293.52,317.58,1446.9,193.44,152,L,0
M-WIND-325,Wind Turbine Gearbox,302.5,321.63,544.6,122.68,53,M,0
M-WIND-326,Wind Turbine Gearbox,302.98,321.3,1554.6,122.22,61,H,0
M-WIND-327,Wind Turbine Gearbox,300.06,307.68,662.9,122.44,73,M,0
M-WIND-328,Wind Turbine Gearbox,304.55,305.4,1579.7,199.23,159,L,0
M-WIND-329,Wind Turbine Gearbox,293.92,324.65,1620.0,186.16,82,L,0
M-WIND-330,Wind Turbine Gearbox,304.13,321.38,618.8,90.17,139,L,0
M-WIND-331,Wind Turbine Gearbox,290.19,324.01,1183.1,123.0,190,L,0
M-WIND-332,Wind Turbine Gearbox,294.1,310.82,1108.6,160.39,226,M,0
M-WIND-333,Wind Turbine Gearbox,294.84,314.74,1204.5,157.93,204,M,0
M-WIND-334,Wind Turbine Gearbox,294.45,311.16,1339.0,131.98,83,H,0
M-WIND-335,Wind Turbine Gearbox,290.45,322.35,1095.2,158.89,282,H,0
M-WIND-336,Wind Turbine Gearbox,296.71,315.78,1594.0,199.25,227,M,0
M-WIND-337,Wind Turbine Gearbox,303.8,321.75,1624.6,80.32,178,L,0
M-WIND-338,Wind Turbine Gearbox,292.72,320.03,511.9,149.02,262,M,0
M-WIND-339,Wind Turbine Gearbox,301.09,315.61,1341.5,142.0,168,L,0
M-WIND-340,Wind Turbine Gearbox,291.39,316.69,649.3,147.54,290,H,0
M-WIND-341,Wind Turbine Gearbox,296.33,321.04,980.6,142.44,78,M,0
M-WIND-342,Wind Turbine Gearbox,300.3,321.57,1340.4,180.43,201,L,0
M-WIND-343,Wind Turbine Gearbox,304.74,306.66,1123.5,102.79,166,M,0
M-WIND-344,Wind Turbine Gearbox,299.33,313.79,922.1,85.18,58,H,0
M-WIND-345,Wind Turbine Gearbox,296.73,313.35,747.9,178.68,220,M,0
M-WIND-346,Wind Turbine Gearbox,301.95,324.78,818.6,123.51,298,H,0
M-WIND-347,Wind Turbine Gearbox,291.16,315.42,1109.0,89.39,122,M,0
M-WIND-348,Wind Turbine Gearbox,302.33,319.16,1688.9,119.9,127,M,0
M-WIND-349,Wind Turbine Gearbox,290.11,309.15,774.9,87.33,163,L,0
M-WIND-350,Wind Turbine Gearbox,290.06,317.57,1643.1,92.9,279,L,0
M-WIND-351,Wind Turbine Gearbox,293.22,323.11,1545.2,93.37,257,M,0
M-WIND-352,Wind Turbine Gearbox,302.24,317.35,1009.4,152.14,209,L,0
M-WIND-353,Wind Turbine Gearbox,302.46,318.26,1786.5,173.43,277,M,0
M-WIND-354,Wind Turbine Gearbox,294.74,312.25,1071.6,195.37,68,M,0
M-WIND-355,Wind Turbine Gearbox,292.42,321.22,540.5,134.62,148,H,0
M-WIND-356,Wind Turbine Gearbox,295.65,321.18,678.7,198.02,64,M,0
M-WIND-357,Wind Turbine Gearbox,301.62,312.15,1124.5,102.4,228,H,0
M-WIND-358,Wind Turbine Gearbox,302.73,315.79,1212.6,192.02,243,L,0
M-WIND-359,Wind Turbine Gearbox,302.87,306.84,1443.9,107.98,120,H,0
M-WIND-360,Wind Turbine Gearbox,303.41,319.78,681.1,119.35,169,M,0
M-WIND-361,Wind Turbine Gearbox,298.93,314.44,1343.2,186.06,149,L,0
M-WIND-362,Wind Turbine Gearbox,293.29,307.43,811.2,104.79,296,M,0
M-WIND-363,Wind Turbine Gearbox,299.77,318.92,1078.8,106.83,159,M,0
M-WIND-364,Wind Turbine Gearbox,304.31,316.37,1760.8,149.21,86,M,0
M-WIND-365,Wind Turbine Gearbox,301.88,313.43,629.7,91.53,109,M,0
M-WIND-366,Wind Turbine Gearbox,302.45,315.67,1469.9,157.47,181,M,0
M-WIND-367,Wind Turbine Gearbox,303.25,310.51,828.7,110.94,73,M,0
M-WIND-368,Wind Turbine Gearbox,294.91,315.44,1089.0,142.38,124,L,0
M-WIND-369,Wind Turbine Gearbox,298.01,309.17,1672.3,93.13,233,M,0
M-WIND-370,Wind Turbine Gearbox,291.09,323.03,911.2,168.91,119,M,0
M-WIND-371,Wind Turbine Gearbox,304.59,317.22,885.2,135.01,219,M,0
M-WIND-372,Wind Turbine Gearbox,303.66,322.35,690.9,174.19,285,M,0
M-WIND-373,Wind Turbine Gearbox,293.57,305.19,650.4,195.31,147,M,0
M-WIND-374,Wind Turbine Gearbox,294.0,308.28,1161.4,166.78,187,H,0
M-WIND-375,Wind Turbine Gearbox,302.05,323.63,1072.5,123.98,107,M,0
M-WIND-376,Wind Turbine Gearbox,299.67,320.4,931.9,120.76,162,H,0
M-WIND-377,Wind Turbine Gearbox,303.91,319.11,1063.7,94.67,262,M,0
M-WIND-378,Wind Turbine Gearbox,301.95,305.67,855.8,154.65,171,M,0
M-WIND-379,Wind Turbine Gearbox,293.02,311.04,1465.0,102.04,198,M,0
M-WIND-380,Wind Turbine Gearbox,301.45,309.03,851.1,127.84,91,M,0
M-WIND-381,Wind Turbine Gearbox,296.24,324.8,1272.0,88.34,164,L,0
M-WIND-382,Wind Turbine Gearbox,303.0,324.24,1662.5,101.16,50,M,0
M-WIND-383,Wind Turbine Gearbox,300.54,307.62,716.9,195.57,285,H,0
M-WIND-384,Wind Turbine Gearbox,293.71,322.84,1065.5,175.77,148,L,0
M-WIND-385,Wind Turbine Gearbox,295.95,322.98,923.2,142.77,180,M,0
M-WIND-386,Wind Turbine Gearbox,294.6,317.85,683.3,187.23,86,L,0
M-WIND-387,Wind Turbine Gearbox,300.4,311.82,925.7,195.93,98,L,0
M-WIND-388,Wind Turbine Gearbox,292.76,323.11,1464.5,191.92,269,M,0
M-WIND-389,Wind Turbine Gearbox,292.28,309.43,762.4,106.48,169,L,0
M-WIND-390,Wind Turbine Gearbox,290.35,309.77,1275.8,183.84,124,M,0
M-WIND-391,Wind Turbine Gearbox,295.6,310.87,1408.4,158.7,260,L,0
M-WIND-392,Wind Turbine Gearbox,303.51,315.8,741.4,106.66,197,L,0
M-WIND-393,Wind Turbine Gearbox,297.96,323.71,840.9,90.36,249,L,0
M-WIND-394,Wind Turbine Gearbox,296.72,307.05,555.0,87.51,159,M,0
M-WIND-395,Wind Turbine Gearbox,296.93,314.77,1095.5,154.39,219,M,0
M-WIND-396,Wind Turbine Gearbox,295.06,312.37,591.2,118.6,99,M,0
M-WIND-397,Wind Turbine Gearbox,300.72,324.77,1700.6,178.6,234,L,0
M-WIND-398,Wind Turbine Gearbox,301.28,314.42,1281.8,116.69,50,M,0
M-WIND-399,Wind Turbine Gearbox,296.07,319.66,1617.0,195.52,137,L,0
M-WIND-400,Wind Turbine Gearbox,301.99,305.62,1273.8,123.88,58,M,0
M-WIND-F1-001,Wind Turbine Gearbox,311.68,333.28,1721.8,153.25,83,L,1
M-WIND-F1-002,Wind Turbine Gearbox,310.99,336.15,1584.9,96.58,143,L,1
M-WIND-F1-003,Wind Turbine Gearbox,312.28,330.07,1523.7,193.36,183,L,1
M-WIND-F1-004,Wind Turbine Gearbox,309.89,334.56,917.1,168.2,228,L,1
M-WIND-F1-005,Wind Turbine Gearbox,308.2,338.14,1794.7,115.44,170,L,1
M-WIND-F1-006,Wind Turbine Gearbox,314.2,334.18,622.1,157.52,229,M,1
M-WIND-F1-007,Wind Turbine Gearbox,310.66,341.23,1052.0,161.71,123,M,1
M-WIND-F1-008,Wind Turbine Gearbox,308.5,331.15,1650.7,101.75,61,M,1
M-WIND-F1-009,Wind Turbine Gearbox,311.37,337.38,1108.5,97.03,53,H,1
M-WIND-F1-010,Wind Turbine Gearbox,314.55,336.91,1019.6,129.3,173,M,1
M-WIND-F1-011,Wind Turbine Gearbox,313.37,333.38,977.4,192.2,99,M,1
M-WIND-F1-012,Wind Turbine Gearbox,309.92,336.13,558.7,100.07,69,L,1
M-WIND-F1-013,Wind Turbine Gearbox,314.69,330.88,599.9,146.26,145,M,1
M-WIND-F1-014,Wind Turbine Gearbox,312.89,340.36,693.8,84.54,218,M,1
M-WIND-F1-015,Wind Turbine Gearbox,314.77,336.93,1163.0,154.76,82,M,1
M-WIND-F1-016,Wind Turbine Gearbox,314.25,332.76,802.9,141.2,171,H,1
M-WIND-F1-017,Wind Turbine Gearbox,310.65,335.19,1625.3,180.76,222,L,1
M-WIND-F1-018,Wind Turbine Gearbox,313.29,341.17,727.2,120.9,179,L,1
M-WIND-F1-019,Wind Turbine Gearbox,312.34,332.7,1728.1,171.24,186,L,1
M-WIND-F1-020,Wind Turbine Gearbox,312.27,330.29,829.7,194.79,104,L,1
M-WIND-F2-001,Wind Turbine Gearbox,298.64,332.6,1124.6,332.15,95,H,1
M-WIND-F2-002,Wind Turbine Gearbox,304.62,310.76,1308.4,322.21,205,M,1
M-WIND-F2-003,Wind Turbine Gearbox,300.75,324.97,583.2,346.06,123,H,1
M-WIND-F2-004,Wind Turbine Gearbox,297.97,311.56,1494.6,309.38,76,M,1
M-WIND-F2-005,Wind Turbine Gearbox,304.04,329.44,546.3,257.78,224,M,1
M-WIND-F2-006,Wind Turbine Gearbox,294.48,312.2,1033.1,350.24,149,H,1
M-WIND-F2-007,Wind Turbine Gearbox,299.71,317.1,1264.8,318.06,233,M,1
M-WIND-F2-008,Wind Turbine Gearbox,302.38,322.53,848.3,331.98,113,L,1
M-WIND-F2-009,Wind Turbine Gearbox,295.26,318.56,1153.7,331.7,177,L,1
M-WIND-F2-010,Wind Turbine Gearbox,296.73,332.21,533.5,274.5,63,M,1
M-WIND-F2-011,Wind Turbine Gearbox,295.93,314.18,1038.3,330.48,167,M,1
M-WIND-F2-012,Wind Turbine Gearbox,308.86,331.37,767.5,348.63,158,H,1
M-WIND-F2-013,Wind Turbine Gearbox,291.89,329.79,1110.4,324.27,113,L,1
M-WIND-F2-014,Wind Turbine Gearbox,303.84,333.12,611.2,325.88,171,H,1
M-WIND-F2-015,Wind Turbine Gearbox,297.23,314.58,1602.6,320.64,109,M,1
M-WIND-F2-016,Wind Turbine Gearbox,302.87,318.03,1613.2,355.17,126,M,1
M-WIND-F2-017,Wind Turbine Gearbox,303.79,313.52,1483.5,357.38,193,M,1
M-WIND-F2-018,Wind Turbine Gearbox,293.45,313.69,604.2,372.24,211,H,1
M-WIND-F2-019,Wind Turbine Gearbox,303.2,315.39,519.3,288.01,133,H,1
M-WIND-F2-020,Wind Turbine Gearbox,296.83,327.21,755.8,313.04,218,H,1
M-WIND-F3-001,Wind Turbine Gearbox,301.78,312.68,2647.0,238.47,160,L,1
M-WIND-F3-002,Wind Turbine Gearbox,293.02,311.87,2670.6,253.34,105,M,1
M-WIND-F3-003,Wind Turbine Gearbox,294.36,311.04,2709.6,258.17,178,L,1
M-WIND-F3-004,Wind Turbine Gearbox,304.14,308.03,2723.6,266.59,214,L,1
M-WIND-F3-005,Wind Turbine Gearbox,301.41,316.91,2339.3,242.13,164,H,1
M-WIND-F3-006,Wind Turbine Gearbox,292.76,323.23,3020.7,220.42,213,L,1
M-WIND-F3-007,Wind Turbine Gearbox,297.89,313.98,2986.9,220.6,209,M,1
M-WIND-F3-008,Wind Turbine Gearbox,299.62,311.46,2630.7,284.67,84,M,1
M-WIND-F3-009,Wind Turbine Gearbox,303.48,323.02,2964.7,261.48,195,M,1
M-WIND-F3-010,Wind Turbine Gearbox,296.9,310.68,2416.7,223.03,150,M,1
M-WIND-F3-011,Wind Turbine Gearbox,292.82,307.43,2472.3,291.92,148,M,1
M-WIND-F3-012,Wind Turbine Gearbox,290.81,315.4,2760.9,232.06,236,L,1
M-WIND-F3-013,Wind Turbine Gearbox,304.9,312.21,2900.1,246.3,192,L,1
M-WIND-F3-014,Wind Turbine Gearbox,292.33,307.81,2254.0,283.87,176,M,1
M-WIND-F3-015,Wind Turbine Gearbox,301.61,322.0,3014.6,236.1,133,L,1
M-WIND-F3-016,Wind Turbine Gearbox,296.92,314.75,3008.2,278.77,154,M,1
M-WIND-F3-017,Wind Turbine Gearbox,303.73,305.18,2448.9,295.69,144,M,1
M-WIND-F3-018,Wind Turbine Gearbox,297.99,312.95,2758.8,281.32,119,M,1
M-WIND-F3-019,Wind Turbine Gearbox,291.24,315.95,2833.0,266.82,216,M,1
M-WIND-F3-020,Wind Turbine Gearbox,297.38,306.75,2790.0,255.43,150,H,1
M-WIND-F4-001,Wind Turbine Gearbox,304.96,320.44,1020.8,174.63,361,L,1
M-WIND-F4-002,Wind Turbine Gearbox,301.53,311.99,1771.0,133.87,358,L,1
M-WIND-F4-003,Wind Turbine Gearbox,294.07,324.13,780.9,155.15,328,L,1
M-WIND-F4-004,Wind Turbine Gearbox,293.32,305.69,550.6,150.89,354,H,1
M-WIND-F4-005,Wind Turbine Gearbox,291.39,306.95,1369.1,133.57,357,H,1
M-WIND-F4-006,Wind Turbine Gearbox,303.38,311.09,1511.7,213.66,389,L,1
M-WIND-F4-007,Wind Turbine Gearbox,296.64,308.05,562.2,222.71,348,L,1
M-WIND-F4-008,Wind Turbine Gearbox,297.44,322.59,1474.6,100.99,371,M,1
M-WIND-F4-009,Wind Turbine Gearbox,301.6,323.97,1709.2,107.0,319,L,1
M-WIND-F4-010,Wind Turbine Gearbox,300.65,308.52,1389.9,90.35,362,L,1
M-WIND-F4-011,Wind Turbine Gearbox,299.63,306.31,1788.3,142.13,343,H,1
M-WIND-F4-012,Wind Turbine Gearbox,292.51,310.42,1539.0,193.15,358,L,1
M-WIND-F4-013,Wind Turbine Gearbox,304.97,312.7,1008.6,199.89,363,H,1
M-WIND-F4-014,Wind Turbine Gearbox,299.83,319.39,1781.7,177.19,366,L,1
M-WIND-F4-015,Wind Turbine Gearbox,291.44,319.69,1210.9,103.21,365,M,1
M-WIND-F4-016,Wind Turbine Gearbox,298.07,310.62,635.9,126.13,347,M,1
M-WIND-F4-017,Wind Turbine Gearbox,292.23,311.42,1617.2,226.38,355,M,1
M-WIND-F4-018,Wind Turbine Gearbox,298.72,309.29,1791.6,201.28,332,M,1
M-WIND-F4-019,Wind Turbine Gearbox,299.73,311.46,961.9,206.7,335,L,1
M-WIND-F4-020,Wind Turbine Gearbox,304.02,307.48,687.6,231.32,330,H,1
M-WIND-F5-001,Wind Turbine Gearbox,310.34,331.26,2141.1,250.42,355,L,1
M-WIND-F5-002,Wind Turbine Gearbox,308.98,332.63,2057.5,313.34,347,M,1
M-WIND-F5-003,Wind Turbine Gearbox,310.74,336.48,2336.1,318.65,319,L,1
M-WIND-F5-004,Wind Turbine Gearbox,306.76,334.53,2476.7,278.25,348,H,1
M-WIND-F5-005,Wind Turbine Gearbox,309.17,329.51,1999.9,287.07,338,M,1
M-WIND-F5-006,Wind Turbine Gearbox,308.56,334.47,2328.2,236.63,343,M,1
M-WIND-F5-007,Wind Turbine Gearbox,309.35,335.78,2291.4,314.41,359,L,1
M-WIND-F5-008,Wind Turbine Gearbox,307.79,330.14,2422.9,243.2,317,L,1
M-WIND-F5-009,Wind Turbine Gearbox,308.8,331.35,2500.0,293.66,336,M,1
M-WIND-F5-010,Wind Turbine Gearbox,309.38,334.85,2364.5,247.58,344,M,1
M-WIND-F5-011,Wind Turbine Gearbox,310.25,334.0,2059.0,258.67,347,L,1
M-WIND-F5-012,Wind Turbine Gearbox,307.11,331.84,1988.3,259.85,311,L,1
M-WIND-F5-013,Wind Turbine Gearbox,309.33,336.75,2461.6,284.31,335,L,1
M-WIND-F5-014,Wind Turbine Gearbox,307.49,330.79,2201.4,234.79,325,H,1
M-WIND-F5-015,Wind Turbine Gearbox,306.26,333.41,2362.4,278.3,313,M,1
M-WIND-F5-016,Wind Turbine Gearbox,306.55,334.2,2426.3,240.5,313,M,1
M-WIND-F5-017,Wind Turbine Gearbox,307.52,331.09,2094.2,258.52,358,L,1
M-WIND-F5-018,Wind Turbine Gearbox,309.01,335.4,1988.0,240.03,324,M,1
M-WIND-F5-019,Wind Turbine Gearbox,310.42,330.85,2055.2,306.31,330,M,1
M-WIND-F5-020,Wind Turbine Gearbox,308.74,330.41,2358.3,267.87,324,L,1
M-HOIST-001,Crane Hoist Motor,298.06,316.07,800.5,64.9,48,H,0
M-HOIST-002,Crane Hoist Motor,303.05,314.24,1337.9,81.6,195,M,0
M-HOIST-003,Crane Hoist Motor,298.43,313.97,1337.6,67.4,109,H,0
M-HOIST-004,Crane Hoist Motor,304.3,324.14,884.4,111.92,134,L,0
M-HOIST-005,Crane Hoist Motor,305.36,310.66,608.7,102.34,175,M,0
M-HOIST-006,Crane Hoist Motor,304.75,318.65,935.1,112.41,240,M,0
M-HOIST-007,Crane Hoist Motor,305.91,310.18,584.8,145.47,190,M,0
M-HOIST-008,Crane Hoist Motor,301.34,312.77,879.9,113.86,175,H,0
M-HOIST-009,Crane Hoist Motor,302.46,318.5,1460.0,109.45,163,L,0
M-HOIST-010,Crane Hoist Motor,302.19,315.76,1090.9,130.5,176,H,0
M-HOIST-011,Crane Hoist Motor,301.98,317.69,1023.7,90.56,150,M,0
M-HOIST-012,Crane Hoist Motor,302.68,316.77,1301.6,128.12,127,L,0
M-HOIST-013,Crane Hoist Motor,298.66,314.89,536.8,135.55,203,M,0
M-HOIST-014,Crane Hoist Motor,300.14,320.62,855.3,138.17,75,M,0
M-HOIST-015,Crane Hoist Motor,307.61,317.76,946.4,91.66,221,M,0
M-HOIST-016,Crane Hoist Motor,301.56,311.85,1020.7,143.14,250,L,0
M-HOIST-017,Crane Hoist Motor,302.73,321.62,1052.5,109.32,215,L,0
M-HOIST-018,Crane Hoist Motor,298.2,324.14,1323.0,124.9,225,M,0
M-HOIST-019,Crane Hoist Motor,305.73,318.98,1042.9,79.04,224,L,0
M-HOIST-020,Crane Hoist Motor,307.71,311.81,791.6,121.69,226,L,0
M-HOIST-021,Crane Hoist Motor,302.56,320.89,572.1,119.63,31,H,0
M-HOIST-022,Crane Hoist Motor,305.57,317.16,559.6,103.37,44,M,0
M-HOIST-023,Crane Hoist Motor,299.57,313.29,695.6,93.46,54,M,0
M-HOIST-024,Crane Hoist Motor,302.07,322.6,1325.9,134.19,138,M,0
M-HOIST-025,Crane Hoist Motor,302.15,320.31,1029.8,116.19,189,L,0
M-HOIST-026,Crane Hoist Motor,307.44,322.61,565.1,148.14,191,M,0
M-HOIST-027,Crane Hoist Motor,298.23,317.19,1126.5,85.07,49,M,0
M-HOIST-028,Crane Hoist Motor,302.46,310.66,1019.4,69.69,127,M,0
M-HOIST-029,Crane Hoist Motor,307.7,310.52,1060.0,73.67,103,H,0
M-HOIST-030,Crane Hoist Motor,307.95,310.49,1041.4,114.72,207,M,0
M-HOIST-031,Crane Hoist Motor,300.31,318.97,1475.0,136.36,134,M,0
M-HOIST-032,Crane Hoist Motor,299.33,318.55,780.2,69.73,139,H,0
M-HOIST-033,Crane Hoist Motor,299.2,313.29,1490.6,132.76,154,M,0
M-HOIST-034,Crane Hoist Motor,303.19,319.73,504.6,148.91,174,L,0
M-HOIST-035,Crane Hoist Motor,302.69,319.35,961.5,60.85,225,M,0
M-HOIST-036,Crane Hoist Motor,302.71,315.4,932.7,125.3,191,L,0
M-HOIST-037,Crane Hoist Motor,307.75,315.87,839.0,104.42,65,L,0
M-HOIST-038,Crane Hoist Motor,303.81,313.17,1364.0,115.72,37,H,0
M-HOIST-039,Crane Hoist Motor,306.91,315.72,1484.4,107.68,77,M,0
M-HOIST-040,Crane Hoist Motor,299.02,322.11,1127.8,146.76,188,H,0
M-HOIST-041,Crane Hoist Motor,302.76,317.97,1416.8,98.92,166,H,0
M-HOIST-042,Crane Hoist Motor,300.45,318.23,1197.0,99.19,129,M,0
M-HOIST-043,Crane Hoist Motor,304.98,310.08,1012.8,60.32,166,H,0
M-HOIST-044,Crane Hoist Motor,307.4,317.17,1184.0,136.82,84,M,0
M-HOIST-045,Crane Hoist Motor,306.63,318.07,892.8,93.2,118,M,0
M-HOIST-046,Crane Hoist Motor,298.46,316.23,1060.6,130.77,151,L,0
M-HOIST-047,Crane Hoist Motor,302.44,319.76,517.6,81.46,217,M,0
M-HOIST-048,Crane Hoist Motor,307.46,321.29,949.7,130.08,137,M,0
M-HOIST-049,Crane Hoist Motor,298.47,322.98,918.9,121.67,65,L,0
M-HOIST-050,Crane Hoist Motor,306.24,317.23,1172.1,106.93,157,L,0
M-HOIST-051,Crane Hoist Motor,307.67,315.51,831.7,87.34,207,L,0
M-HOIST-052,Crane Hoist Motor,298.44,311.33,1146.2,84.75,51,M,0
M-HOIST-053,Crane Hoist Motor,306.77,315.49,1195.6,141.05,68,M,0
M-HOIST-054,Crane Hoist Motor,307.08,312.9,1488.7,92.86,80,L,0
M-HOIST-055,Crane Hoist Motor,302.68,320.06,989.6,117.92,38,M,0
M-HOIST-056,Crane Hoist Motor,304.57,315.26,1275.8,146.48,38,L,0
M-HOIST-057,Crane Hoist Motor,299.69,323.76,1446.8,111.23,140,L,0
M-HOIST-058,Crane Hoist Motor,307.18,313.49,882.4,97.58,224,H,0
M-HOIST-059,Crane Hoist Motor,304.23,315.26,1385.5,90.58,254,H,0
M-HOIST-060,Crane Hoist Motor,300.4,316.86,756.3,126.37,217,M,0
M-HOIST-061,Crane Hoist Motor,307.7,316.84,1479.8,71.21,224,H,0
M-HOIST-062,Crane Hoist Motor,303.32,317.27,1356.3,123.07,131,L,0
M-HOIST-063,Crane Hoist Motor,306.86,310.37,1371.0,107.39,222,H,0
M-HOIST-064,Crane Hoist Motor,299.51,320.83,775.4,110.3,188,M,0
M-HOIST-065,Crane Hoist Motor,304.99,319.31,879.1,68.14,226,L,0
M-HOIST-066,Crane Hoist Motor,298.06,322.61,651.0,89.96,125,M,0
M-HOIST-067,Crane Hoist Motor,298.92,322.4,1442.7,145.74,51,L,0
M-HOIST-068,Crane Hoist Motor,303.68,320.9,1430.6,119.49,135,M,0
M-HOIST-069,Crane Hoist Motor,304.85,324.17,1389.8,111.94,78,M,0
M-HOIST-070,Crane Hoist Motor,301.62,314.34,1246.7,135.24,103,L,0
M-HOIST-071,Crane Hoist Motor,305.34,316.62,1198.7,129.24,159,M,0
M-HOIST-072,Crane Hoist Motor,299.02,310.02,1437.3,84.07,182,L,0
M-HOIST-073,Crane Hoist Motor,306.18,311.84,1301.9,125.38,105,M,0
M-HOIST-074,Crane Hoist Motor,306.26,314.37,1369.0,67.09,151,M,0
M-HOIST-075,Crane Hoist Motor,305.28,312.62,841.5,71.46,216,H,0
M-HOIST-076,Crane Hoist Motor,305.23,320.61,642.4,110.94,144,M,0
M-HOIST-077,Crane Hoist Motor,307.37,311.21,1320.5,137.59,59,M,0
